station_id,n_obs,bias_mm,rmse_mm,correlation,mean_observed_mm,mean_modelled_mm,station_name,latitude,longitude,elevation_m
0-203-0-10203066201,1259,-0.20012659778736858,2.6242320174339127,0.8815436773810836,1.0008737092930842,0.8007471115057181,Běleč nad Orlicí,50.186901,15.94687,247
0-203-0-10301024001,159,0.13420411089937095,1.2449463973159676,0.8872760785935859,0.7471698113207556,0.8813739222201256,Holice,50.0717,15.995,248
0-203-0-10301028001,140,-0.04919571885714286,1.3909061533226963,0.931138059360936,0.43285714285714255,0.3836614240000003,Býšť,50.1294,15.9128,244
0-203-0-10302007001,1696,1.783052243989606,8.866979689547046,0.7999316985185903,2.5191037735849084,4.3021560175744975,Trstěnice,49.807087,16.341265,435
0-203-0-10302022001,1848,-1.3012225545791332,10.841168570766236,0.8561794529658958,5.410281385281359,4.109058830702232,Lubná,49.773006,16.190554,560
0-203-0-10302040001,381,0.1406674357244092,1.1625124303827694,0.7967675438942985,0.27165354330708674,0.41232097903149556,Hrušová,49.916667,16.19522,291
0-203-0-10302050001,1859,0.572040175091767,3.9800946350446016,0.6750350558948839,0.7540075309306081,1.3260477060223779,Vysoké Mýto,49.962009,16.167796,278
0-203-0-10302074001,157,0.173725701866242,1.380891130467145,0.8116270301184789,0.4891719745222931,0.6628976763885348,Dašice,50.035,15.9092,226
0-203-0-10303009001,1316,-0.3862828283560712,13.164634367469475,0.8716440858758628,8.269756838905776,7.883474010549654,Hamry,49.738323,15.914045,605
0-203-0-10303020001,1257,-4.469335747534113,18.653260913734268,0.8830248459314882,7.098568019093096,2.629232271558938,Vysočina  Jančouř,49.755424,15.822131,548
0-203-0-10303025001,266,0.578041457541353,5.234143543212202,0.8830974928310098,5.207142857142858,5.785184314684206,Seč  přehrada,49.8378,15.6542,495
0-203-0-10303027001,1272,0.356474287321131,4.107439374814066,0.8869538873788521,1.833176100628924,2.1896503879500515,Křižanovice,49.865999,15.774205,432
0-203-0-10303045001,1348,1.1153434343187925,6.73942323727974,0.8562997154986323,2.603115727002975,3.7184591613217406,Nové Hrady,49.850201,16.1475,400
0-203-0-10303061001,1084,0.22342219541033112,4.138249276718744,0.8403098576250737,1.8891143911439154,2.112536586554237,Skuteč,49.834881,15.996141,457
0-203-0-10303080002,381,0.18763679769028896,2.0178393930144227,0.7693068346085973,0.6950131233595799,0.8826499210498684,Chrast,49.9036,15.9386,292
0-203-0-10303098001,1260,0.16142604578412648,2.273776100244623,0.8640807591302825,0.5732539682539693,0.7346800140380965,Hrochův Týnec,49.962057,15.909774,241
