station_id,hydro_year,n_obs,mean_swe_obs,mean_swe_djfm_obs,max_swe_obs,n_snow_weeks_obs,swe_days_obs,mean_swe_snow_obs,dohy_max_obs,dohy_first_snow_obs,dohy_last_snow_obs,snow_duration_obs,mean_swe_mod,mean_swe_djfm_mod,max_swe_mod,n_snow_weeks_mod,swe_days_mod,mean_swe_snow_mod,dohy_max_mod,dohy_first_snow_mod,dohy_last_snow_mod,snow_duration_mod,station_name,latitude,longitude,elevation_m
0-20000-0-11414,2007,51,1.111764705882353,3.3125,53.0,2,396.90000000000003,28.35,90.0,90.0,356.0,266.0,0.44720193019607846,1.39325858375,18.469076,2,159.65108908,10.5656051,90.0,90.0,97.0,7.0,Karlovy Vary  Olšová Vrata,50.201667,12.914167,603.0
0-20000-0-11414,2008,49,1.1244897959183673,0.53125,19.8,5,385.7,10.84,19.0,12.0,145.0,133.0,2.1509950879591835,2.143677115625,29.780184,8,737.79131517,13.111982787499999,26.0,12.0,145.0,133.0,Karlovy Vary  Olšová Vrata,50.201667,12.914167,603.0
0-20000-0-11414,2009,51,2.368627450980392,6.458823529411766,35.0,11,845.6,10.981818181818182,115.0,24.0,122.0,98.0,5.050381202549019,14.433691037647058,31.536444,14,1802.9860893099997,18.34584364285714,115.0,24.0,122.0,98.0,Karlovy Vary  Olšová Vrata,50.201667,12.914167,603.0
0-20000-0-11414,2010,50,7.278,24.2,92.2,12,2547.2999999999997,30.25,114.0,51.0,135.0,84.0,8.943930982,29.21234213333333,55.51918,13,3130.3758436999997,34.36432123076923,114.0,2.0,135.0,133.0,Karlovy Vary  Olšová Vrata,50.201667,12.914167,603.0
0-20000-0-11414,2011,52,7.9326923076923075,24.987499999999997,88.8,11,2887.5,37.5,57.0,29.0,113.0,84.0,9.285931315384616,29.3126575875,83.44876,13,3380.0789988,37.143725261538464,64.0,29.0,113.0,84.0,Karlovy Vary  Olšová Vrata,50.201667,12.914167,603.0
0-20000-0-11414,2012,52,3.7230769230769236,10.682352941176472,37.5,9,1355.2000000000003,21.51111111111111,91.0,49.0,364.0,315.0,4.217700952,12.562894811764707,33.572666,12,1535.2431465280001,18.200327733333335,112.0,42.0,364.0,322.0,Karlovy Vary  Olšová Vrata,50.201667,12.914167,603.0
0-20000-0-11414,2013,52,3.1384615384615384,9.541176470588235,47.1,13,1142.3999999999999,12.553846153846154,117.0,33.0,152.0,119.0,3.3425621975000004,9.853767094117647,25.954086,15,1216.69263989,11.542902286666669,117.0,33.0,152.0,119.0,Karlovy Vary  Olšová Vrata,50.201667,12.914167,603.0
0-20000-0-11414,2014,50,0.24,0.75,7.7,2,84.0,6.0,95.0,88.0,95.0,7.0,0.4067677112,1.2354498425,9.069608,4,142.36869891999999,4.821002125,95.0,32.0,95.0,63.0,Karlovy Vary  Olšová Vrata,50.201667,12.914167,603.0
0-20000-0-11414,2015,50,0.838,2.4647058823529413,17.5,4,293.3,10.25,66.0,66.0,101.0,35.0,1.2958142548,3.8112183964705886,15.098061,9,453.53498918,7.0831407777777775,101.0,31.0,122.0,91.0,Karlovy Vary  Olšová Vrata,50.201667,12.914167,603.0
0-20000-0-11414,2016,52,0.7557692307692307,2.088235294117647,13.0,6,275.09999999999997,6.55,86.0,23.0,128.0,105.0,0.8309295645576923,2.3586292151176473,14.455621,7,302.458361499,6.129729485714286,86.0,23.0,128.0,105.0,Karlovy Vary  Olšová Vrata,50.201667,12.914167,603.0
